# Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
13,friday,adult,male,junior high,employee,veteran,car,owner,used,no,other,undivided,tangent flat,crossing,asphalt,wet,daylight,normal,vehicle,2,2,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,backward,slight
9,tuesday,young,male,junior high,unknown,unknown,unknown,governmental,unknown,unknown,residential,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,female,adult,3,driver,normal,none,distance,slight
9,tuesday,adult,male,junior high,employee,junior,car,owner,used,no,office,twoway broken lines,tangent grade,no junction,asphalt,dry,daylight,normal,roadside object,2,2,straight,passenger,male,senior,2,unknown,unknown,none,distance,slight
22,friday,minor,male,junior high,owner,intermediate,car,owner,used,unknown,residential,other,tangent flat,no junction,asphalt,wet,lights,raining,roadside object,1,2,unknown,passenger,male,minor,3,unknown,unknown,none,distance,slight
22,friday,minor,male,unknown,employee,unknown,special,owner,unknown,no,residential,twoway broken lines,tangent flat,no junction,other,wet,lights,raining,vehicle,1,2,straight,pedestrian,male,young,3,driver,normal,nearside crossing,pedestrian violation,slight
9,wednesday,minor,unknown,junior high,employee,veteran,unknown,owner,unknown,no,other,double carriageway,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,driver,normal,none,careless,slight
9,wednesday,adult,male,junior high,owner,intermediate,car,owner,unknown,no,hospital,oneway,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change right,slight
8,friday,adult,male,junior high,employee,experienced,car,governmental,unknown,no,other,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,driver,normal,none,lane change left,serious
8,friday,young,male,junior high,employee,intermediate,car,owner,unknown,no,other,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,careless,serious
17,wednesday,adult,male,junior high,employee,junior,car,owner,unknown,no,recreational,oneway,tangent grade,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,adult,3,self-employed,normal,none,careless,slight
17,wednesday,adult,male,junior high,employee,experienced,pickup,owner,unknown,no,other,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,unknown,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,slight
10,thursday,adult,male,junior high,employee,intermediate,truck,owner,unknown,no,other,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,backward,driver,male,senior,3,driver,normal,none,other,slight
10,thursday,senior,male,elementary,employee,experienced,truck,owner,unknown,no,other,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,pedestrian,male,minor,3,self-employed,normal,none,lane change right,slight
16,monday,young,male,higher education,owner,experienced,car,owner,new,no,office,twoway broken lines,tangent flat,no junction,unknown,dry,daylight,normal,roadside object,2,1,rollover,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,serious
16,monday,young,male,junior high,employee,intermediate,truck,owner,used,no,other,twoway broken lines,tangent grade,no junction,other,dry,daylight,normal,roadside object,2,1,rollover,driver,male,young,3,unknown,unknown,none,distance,serious
16,tuesday,adult,male,junior high,employee,intermediate,truck,owner,unknown,no,residential,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,pedestrian,1,1,backward,unknown,unknown,unknown,unknown,unknown,unknown,none,distance,slight
17,thursday,young,male,junior high,employee,intermediate,truck,owner,old,no,other,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,3,backward,driver,male,adult,3,self-employed,normal,none,rollover,slight
17,thursday,young,male,junior high,employee,junior,car,owner,unknown,unknown,church,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,3,backward,unknown,unknown,unknown,unknown,employee,normal,none,priority violation,slight
14,friday,young,male,high school,owner,intermediate,car,owner,aged,no,school,other,tangent flat,y shape,unknown,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,priority violation,slight
14,friday,adult,male,unknown,employee,unknown,bus,owner,used,no,other,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,senior,3,driver,normal,none,other,slight
18,friday,minor,male,junior high,owner,junior,car,owner,recent,no,office,undivided,tangent flat,crossing,asphalt,dry,daylight,normal,vehicle,3,1,straight,driver,male,young,3,driver,normal,none,other,slight
18,friday,senior,male,junior high,unknown,novice,bus,owner,recent,no,residential,other,downhill,crossing,asphalt,dry,daylight,normal,vehicle,3,1,straight,driver,male,young,3,driver,normal,none,backward,slight
18,friday,young,male,high school,employee,junior,bus,owner,recent,no,industrial,oneway,tangent flat,crossing,asphalt,dry,daylight,normal,vehicle,3,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
11,saturday,adult,male,higher education,employee,junior,car,owner,used,no,other,undivided,tangent flat,no junction,dirt,dry,daylight,normal,pedestrian,1,1,straight,driver,male,young,3,employee,normal,none,backward,fatal
22,friday,adult,male,junior high,employee,veteran,truck,owner,recent,no,residential,undivided,tangent flat,y shape,asphalt,dry,lights,normal,pedestrian,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,priority violation,slight
22,friday,young,male,high school,employee,junior,car,owner,recent,no,recreational,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,employee,normal,none,careless,slight
21,tuesday,senior,male,junior high,employee,intermediate,truck,owner,unknown,yes,office,other,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,2,1,rollover,driver,male,senior,3,self-employed,normal,none,distance,slight
21,tuesday,young,male,higher education,other,intermediate,other,owner,unknown,no,rural,twoway broken lines,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,2,1,straight,driver,female,young,3,driver,normal,none,other,slight
14,tuesday,young,male,high school,employee,veteran,pickup,owner,recent,no,rural,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,backward,driver,female,young,3,driver,normal,none,lane change right,slight
14,tuesday,adult,male,elementary,employee,experienced,truck,owner,recent,no,rural,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,female,minor,3,self-employed,normal,none,distance,slight
14,thursday,senior,male,high school,employee,junior,motorcycle,governmental,new,no,rural,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,1,1,straight,pedestrian,male,minor,3,self-employed,normal,offside crossing blocked,careless,slight
15,monday,adult,male,high school,employee,experienced,pickup,owner,unknown,no,rural,other,downhill,other,asphalt,dry,daylight,normal,vehicle,2,1,backward,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
15,monday,minor,male,high school,employee,intermediate,truck,owner,unknown,no,school,other,downhill,other,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,driver,normal,none,priority violation,slight
8,thursday,adult,male,junior high,employee,junior,truck,owner,aged,no,rural,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change right,slight
8,thursday,young,male,higher education,employee,veteran,car,owner,unknown,no,rural,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,waiting,driver,male,adult,3,self-employed,normal,none,pedestrian violation,slight
19,tuesday,young,male,higher education,employee,intermediate,car,owner,unknown,no,rural,twoway broken lines,escarpment,no junction,gravel,wet,lights,raining,vehicle,2,3,backward,unknown,unknown,unknown,unknown,driver,normal,none,priority violation,slight
19,tuesday,young,male,elementary,employee,experienced,other,owner,used,no,rural,twoway broken lines,tangent mountain,no junction,asphalt,wet,lights,raining,vehicle,2,3,backward,driver,male,adult,3,driver,normal,none,lane change left,slight
19,tuesday,young,male,elementary,employee,junior,other,owner,used,no,office,undivided,tangent mountain,no junction,asphalt,wet,lights,raining,vehicle,2,3,straight,driver,female,senior,3,driver,normal,none,rollover,slight
12,friday,senior,male,junior high,employee,unknown,car,owner,used,no,rural,undivided,tangent mountain,crossing,asphalt,dry,daylight,normal,vehicle,2,1,unknown,passenger,male,senior,3,driver,normal,none,lane violation,serious
12,friday,young,male,unknown,unknown,unknown,car,owner,unknown,no,rural,undivided,tangent mountain,crossing,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,careless,serious
17,tuesday,adult,male,elementary,employee,experienced,other,owner,used,no,rural,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,adult,3,unknown,normal,none,lane violation,slight
17,tuesday,senior,male,junior high,employee,intermediate,car,owner,unknown,no,office,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,straight,passenger,female,senior,3,driver,normal,none,careless,slight
11,saturday,senior,male,junior high,employee,experienced,truck,owner,unknown,no,recreational,undivided,tangent flat,crossing,asphalt,dry,daylight,normal,vehicle,2,1,backward,passenger,female,senior,3,unknown,unknown,none,pedestrian violation,slight
11,saturday,young,male,high school,employee,intermediate,car,owner,aged,no,office,undivided,tangent flat,crossing,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,careless,slight
14,thursday,senior,male,junior high,employee,junior,other,owner,used,no,other,twoway broken lines,tangent grade,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,slight
14,thursday,senior,male,junior high,employee,junior,car,owner,aged,no,residential,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,driver,normal,none,backward,slight
16,wednesday,adult,male,junior high,employee,experienced,car,owner,aged,no,residential,other,tangent flat,crossing,asphalt,dry,daylight,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,careless,slight
16,wednesday,young,male,illiterate,employee,unknown,car,owner,unknown,no,residential,undivided,tangent flat,crossing,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,female,minor,3,unknown,unknown,none,lane change right,slight
15,friday,adult,male,junior high,employee,experienced,car,owner,aged,no,other,undivided,tangent flat,other,asphalt,dry,daylight,normal,vehicle,2,2,backward,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
15,friday,adult,male,junior high,employee,junior,truck,owner,unknown,no,office,twoway broken lines,tangent flat,other,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,adult,3,driver,normal,none,careless,slight
15,friday,young,male,junior high,employee,intermediate,other,owner,unknown,unknown,other,twoway broken lines,tangent flat,other,asphalt,dry,daylight,normal,vehicle,2,2,straight,passenger,female,adult,3,driver,normal,none,careless,slight
17,wednesday,young,male,junior high,employee,veteran,pickup,owner,aged,unknown,other,other,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,pedestrian,male,senior,2,driver,normal,unknown,lane change right,slight
17,wednesday,minor,male,junior high,owner,experienced,pickup,owner,old,unknown,office,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,slight
12,saturday,young,male,high school,employee,junior,car,owner,new,unknown,church,other,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,senior,3,driver,normal,none,careless,slight
12,saturday,adult,male,junior high,employee,veteran,truck,owner,unknown,no,other,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,roadside object,2,2,straight,passenger,female,senior,3,unknown,unknown,none,overtaking,slight
12,saturday,adult,male,junior high,employee,junior,car,owner,unknown,unknown,other,oneway,tangent flat,no junction,asphalt,dry,daylight,normal,roadside object,2,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,slight
16,tuesday,young,male,junior high,employee,intermediate,bus,owner,unknown,unknown,office,double carriageway,tangent flat,crossing,asphalt,wet,daylight,normal,pedestrian,1,1,straight,pedestrian,male,minor,3,unknown,unknown,unknown,distance,slight
8,thursday,unknown,male,junior high,employee,veteran,truck,owner,unknown,unknown,office,oneway,tangent grade,no junction,other,dry,daylight,normal,vehicle,2,1,waiting,pedestrian,female,minor,3,unknown,unknown,none,other,slight
8,thursday,young,male,junior high,employee,intermediate,bus,owner,unknown,unknown,office,undivided,tangent flat,no junction,unknown,dry,daylight,normal,roadside object,2,1,straight,pedestrian,male,young,2,unknown,unknown,nearside crossing blocked,lane change right,slight
17,friday,adult,male,elementary,employee,experienced,other,owner,unknown,no,office,double carriageway,tangent flat,no junction,asphalt,dry,darkness,normal,vehicle,1,1,straight,driver,male,young,3,driver,normal,none,lane change right,fatal
17,monday,young,male,unknown,unknown,unknown,truck,owner,unknown,unknown,unknown,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,minor,3,driver,normal,none,overtaking,serious
17,monday,adult,male,elementary,employee,junior,truck,owner,new,unknown,office,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,male,young,3,driver,normal,none,other,serious
